Tweet,Timestamp,Processed Tweet,polarity,subjectivity,label
"RT @timesofindia: Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu) who was protesting at Chilla border against #FarmLa…",2021-01-27 14:21:37,thakur bhanu pratap singh president bharatiya kisan union bhanu protesting chilla border,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:21:04,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @nsui: KSU activists held the protest across the state in support of farmers against the Black Farm Bills passed by Modi Government. 
We…",2021-01-27 14:21:03,ksu activist held protest across state support farmer black farm bill passed modi government,-0.16666666666666666,0.43333333333333335,-1.0
"RT @nsui: KSU activists held the protest across the state in support of farmers against the Black Farm Bills passed by Modi Government. 
We…",2021-01-27 14:20:55,ksu activist held protest across state support farmer black farm bill passed modi government,-0.16666666666666666,0.43333333333333335,-1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:20:52,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:20:50,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @nsui: KSU activists held the protest across the state in support of farmers against the Black Farm Bills passed by Modi Government. 
We…",2021-01-27 14:20:38,ksu activist held protest across state support farmer black farm bill passed modi government,-0.16666666666666666,0.43333333333333335,-1.0
"RT @nsui: KSU activists held the protest across the state in support of farmers against the Black Farm Bills passed by Modi Government. 
We…",2021-01-27 14:20:18,ksu activist held protest across state support farmer black farm bill passed modi government,-0.16666666666666666,0.43333333333333335,-1.0
"RT @shivani_chdhry: #FarmersProtests, India: ""The real question at the heart of this protest is the violence that has been inflicted on the…",2021-01-27 14:20:15,india real question heart protest violence inflicted,0.2,0.30000000000000004,1.0
"RT @IndiasMuslims: Caught on camera: How Deep Sidhu was chased away from the #FarmersProtest at Red Fort in Delhi

Farmers’ unions have bla…",2021-01-27 14:20:14,caught camera deep sidhu chased away red fort delhi farmer union bla,0.0,0.2,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:20:08,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @nsui: KSU activists held the protest across the state in support of farmers against the Black Farm Bills passed by Modi Government. 
We…",2021-01-27 14:20:04,ksu activist held protest across state support farmer black farm bill passed modi government,-0.16666666666666666,0.43333333333333335,-1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:19:59,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
KSU activists held the protest across the state in support of farmers against the Black Farm Bills passed by Modi G… https://t.co/PvMgLnS1jI,2021-01-27 14:19:51,ksu activist held protest across state support farmer black farm bill passed modi g,-0.16666666666666666,0.43333333333333335,-1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:19:31,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:19:30,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @swaraj_abhiyan: Farmers protest is exemplary in too many ways, few anti social elements mingling in to malign the peaceful movement can…",2021-01-27 14:19:28,farmer protest exemplary many way anti social element mingling malign peaceful movement,0.2611111111111111,0.35555555555555557,1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:19:25,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:19:21,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:19:20,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:19:07,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:18:59,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:18:57,farmer protest,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:18:48,farmer protest,0.0,0.0,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 14:18:22,medium - way farmer - way,0.0,0.0,0.0
RT @ZeeNewsEnglish: #WATCH: Farmers seen taking off their tents at the Chilla border following the announcement of Thakur Bhanu Pratap Sing…,2021-01-27 14:18:14,farmer seen taking tent chilla border following announcement thakur bhanu pratap sing,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:18:07,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:18:03,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:17:58,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:17:53,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:17:50,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:17:38,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:17:31,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @IndiaToday: #EXCLUSIVE – Don’t discredit the farmers: Mamata Banerjee talks about farmers protest in this exclusive conversation with @…,2021-01-27 14:17:24,dont discredit farmer mamata banerjee talk farmer protest exclusive conversation,0.0,0.0,0.0
RT @ZeeNewsEnglish: #WATCH: Farmers seen taking off their tents at the Chilla border following the announcement of Thakur Bhanu Pratap Sing…,2021-01-27 14:17:07,farmer seen taking tent chilla border following announcement thakur bhanu pratap sing,0.0,0.1,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:17:03,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:17:03,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:17:01,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:16:55,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:16:48,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @timesofindia: Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu) who was protesting at Chilla border against #FarmLa…",2021-01-27 14:16:36,thakur bhanu pratap singh president bharatiya kisan union bhanu protesting chilla border,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:16:35,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:16:29,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:16:16,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:16:10,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:16:04,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:16:04,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:16:03,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:15:59,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:15:54,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"Police barricading being removed from Chilla Border. 
Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union… https://t.co/cyTj0FVbXp",2021-01-27 14:15:39,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:15:37,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:15:20,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:15:07,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:15:02,farmer protest,0.0,0.0,0.0
"RT @irakeshbose: Very Shameful 😡😡😡

This is called Peacefull protest ??

Are they really a Farmers or  terrorist ?

#दिल्ली_पुलिस_लठ_बजाओ…",2021-01-27 14:14:31,shameful called peacefull protest really farmer terrorist,0.2,0.2,1.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:14:27,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:14:23,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @bsindia: #FarmersProtests LIVE | Meeting of #SupremeCourt 's committee on farmers' issue postponed till January 29; Plea in SC seeks in…,2021-01-27 14:14:12,live meeting committee farmer issue postponed till january 9 plea sc seek,0.13636363636363635,0.5,1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:14:12,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:14:05,farmer protest,0.0,0.0,0.0
"RT @timesofindia: Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu) who was protesting at Chilla border against #FarmLa…",2021-01-27 14:13:56,thakur bhanu pratap singh president bharatiya kisan union bhanu protesting chilla border,0.0,0.0,0.0
"RT @TOIDelhi: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:13:43,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:13:42,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:13:41,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:13:27,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:13:25,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:13:16,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
For those who think #FarmersProtest is limited to Delhi &amp; Haryana. See this report from Maharashtra State.… https://t.co/83kGoSTmGQ,2021-01-27 14:13:15,think limited delhi amp haryana see report maharashtra state,-0.07142857142857142,0.14285714285714285,-1.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:13:12,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
RT @bsindia: #FarmersProtests LIVE | Meeting of #SupremeCourt 's committee on farmers' issue postponed till January 29; Plea in SC seeks in…,2021-01-27 14:13:06,live meeting committee farmer issue postponed till january 9 plea sc seek,0.13636363636363635,0.5,1.0
"Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Unio… https://t.co/Q2FSdxajjC",2021-01-27 14:13:02,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan unio,0.0,0.0,0.0
"RT @timesofindia: Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu) who was protesting at Chilla border against #FarmLa…",2021-01-27 14:12:59,thakur bhanu pratap singh president bharatiya kisan union bhanu protesting chilla border,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:12:44,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @timesofindia: Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu) who was protesting at Chilla border against #FarmLa…",2021-01-27 14:12:40,thakur bhanu pratap singh president bharatiya kisan union bhanu protesting chilla border,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:12:40,farmer protest,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:12:27,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:12:24,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"Police barricading being removed from #ChillaBorder. Thakur Bhanu Pratap Singh, president Bharatiya Kisan Union (Bh… https://t.co/yzQFHgnp4l",2021-01-27 14:12:24,police barricading removed thakur bhanu pratap singh president bharatiya kisan union bh,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:12:22,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:12:11,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:12:05,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:11:59,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:11:50,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:11:44,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:11:34,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:11:34,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:11:34,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @dna: #Watch | #DelhiPolice personnel forced to jump 15-foot wall at #RedFort to escape farmers

#FarmersProtest #TractorRally #TractorM…",2021-01-27 14:11:27,personnel forced jump -foot wall escape farmer,-0.30000000000000004,0.2,-1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:11:21,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:11:14,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:10:51,farmer protest,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:10:50,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @sanjeevchadha8: 1. Do you wanted @narendramodi to repeat 1984 Sikh Riots in Delhi?
2. Do you want @digvijaya_28 era of MP where protest…",2021-01-27 14:10:49,wanted repeat 9 sikh riot delhi want era mp protest,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:10:42,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:10:40,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu) who was protesting at Chilla border against… https://t.co/dgbE13VhOd",2021-01-27 14:10:37,thakur bhanu pratap singh president bharatiya kisan union bhanu protesting chilla border,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:10:29,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:10:21,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 14:10:19,medium - way farmer - way,0.0,0.0,0.0
"RT @NH_India: Condemning the violent incidents during the #tractorrally on #RepublicDay that left a farmer dead and many others injured, #S…",2021-01-27 14:10:18,condemning violent incident left farmer dead many others injured,-0.125,0.475,-1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:09:56,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @QuintFactCheck: #WebQoof | Visuals elements and reporters on the ground confirmed that the flags that were raised at the Red Fort were…,2021-01-27 14:09:43,visuals element reporter ground confirmed flag raised red fort,0.2,0.5,1.0
"Police barricading being removed from #ChillaBorder. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Unio… https://t.co/CX2DEG9xGi",2021-01-27 14:09:26,police barricading removed thakur bhanu pratap singh president bharatiya kisan unio,0.0,0.0,0.0
"Police barricading being removed from Chilla Border.

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union… https://t.co/f9nz0BwDHF",2021-01-27 14:09:26,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union,0.0,0.0,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:09:13,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 14:09:12,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
#FarmersProtests LIVE | Meeting of #SupremeCourt 's committee on farmers' issue postponed till January 29; Plea in… https://t.co/IO0lGZQ3m6,2021-01-27 14:09:11,live meeting committee farmer issue postponed till january 9 plea,0.13636363636363635,0.5,1.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:09:05,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @the_hindu: This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 14:08:45,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"RT @htTweets: Delhi Police names Medha Patkar, Buta Singh, Yogendra Yadav in FIR

#TractorRally #FarmersProtest 

Track LIVE updates here -…",2021-01-27 14:08:40,delhi police name medha patkar buta singh yogendra yadav fir track live update -,0.13636363636363635,0.5,1.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:08:40,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: Police barricading being removed from Chilla Border. 

Thakur Bhanu Pratap Singh, president of Bharatiya Kisan Union (Bhanu)…",2021-01-27 14:08:30,police barricading removed chilla border thakur bhanu pratap singh president bharatiya kisan union bhanu,0.0,0.0,0.0
RT @satishacharya: Farmers protest! #FarmersProtest #RedFort https://t.co/NAn2Rm6SxH,2021-01-27 14:08:29,farmer protest,0.0,0.0,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 14:08:22,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
#WebQoof | Visuals elements and reporters on the ground confirmed that the flags that were raised at the Red Fort w… https://t.co/z4b7LScWPQ,2021-01-27 14:08:19,visuals element reporter ground confirmed flag raised red fort w,0.2,0.5,1.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:08:08,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
"RT @ANINewsUP: #WATCH: Some farmers seen taking off their tents at Chilla border following announcement of Thakur Bhanu Pratap Singh, presi…",2021-01-27 14:07:57,farmer seen taking tent chilla border following announcement thakur bhanu pratap singh presi,0.0,0.1,0.0
